time, pn-10A04R02T01, pn-10A12R02T01, pn-10A22R02T01, pn-10A35R02T01, pn-10A49R02T01, pn-10A58R02T01
(s), (Pa), (Pa), (Pa), (Pa), (Pa), (Pa)
232.5332489013672, 322697.65625, 317084.625, 310123.96875, 306377.25, 304788.0625, 303537.21875
232.63525390625, 322503.21875, 316890.0625, 309926.875, 306535.9375, 304932.3125, 303633.1875
232.7371826171875, 322438.96875, 316825.34375, 309836.1875, 306515.4375, 304925.78125, 303697.34375
232.8375244140625, 322315.09375, 316701.625, 309725.125, 306465.125, 304601.0, 303520.46875
232.93984985351562, 322406.65625, 316793.5625, 309827.78125, 306467.9375, 304504.21875, 303467.0
233.0418701171875, 322402.40625, 316789.28125, 309812.9375, 306467.625, 304709.96875, 303669.90625
233.1470184326172, 322388.0, 316774.65625, 309802.5, 306486.3125, 304732.40625, 303729.34375
233.25064086914062, 322264.125, 316650.8125, 309685.84375, 306364.28125, 304429.71875, 303515.25
233.3527069091797, 321931.59375, 316318.25, 309349.03125, 305886.90625, 304202.96875, 303294.34375
233.45272827148438, 321793.0625, 316179.8125, 309215.375, 306054.5625, 304331.125, 303411.5625
233.55438232421875, 321748.625, 316135.5, 309176.28125, 305914.53125, 304278.875, 303400.90625
233.65499877929688, 321788.5, 316174.9375, 309201.375, 305941.0625, 304226.8125, 303354.6875
233.75721740722656, 321896.40625, 316283.1875, 309323.78125, 305951.71875, 304270.0625, 303415.59375
233.85960388183594, 322037.3125, 316424.125, 309457.09375, 306175.5, 304286.03125, 303480.34375
233.96200561523438, 322021.0625, 316408.03125, 309452.6875, 306157.8125, 304106.8125, 303309.21875
234.06341552734375, 321798.90625, 316186.0, 309234.9375, 305861.71875, 304112.34375, 303341.09375
234.1659698486328, 321821.75, 316208.21875, 309224.5625, 305995.4375, 304005.53125, 303258.71875
234.26808166503906, 321863.5625, 316250.375, 309270.75, 306177.59375, 304121.53125, 303334.5
234.37062072753906, 321950.75, 316337.875, 309388.5, 306125.53125, 304088.78125, 303352.0625
234.47308349609375, 321969.25, 316356.21875, 309382.5, 305892.78125, 304113.4375, 303375.9375
234.57493591308594, 321934.09375, 316320.5625, 309344.75, 305885.0625, 303865.1875, 303147.75
234.67599487304688, 322104.3125, 316490.625, 309502.90625, 306139.78125, 304199.90625, 303363.125
234.77920532226562, 321986.0625, 316372.9375, 309418.59375, 306035.375, 304106.21875, 303290.5625
234.8830108642578, 321974.3125, 316361.125, 309358.78125, 305986.6875, 304080.15625, 303256.125
234.98451232910156, 322019.0, 316405.125, 309414.8125, 306068.40625, 303965.0625, 303211.84375
235.08642578125, 322344.0, 316730.71875, 309769.40625, 306490.875, 304378.40625, 303563.6875
235.18881225585938, 322254.15625, 316640.375, 309672.6875, 306225.8125, 304172.53125, 303357.75
235.2920684814453, 322096.34375, 316483.625, 309514.40625, 305992.375, 304311.875, 303317.84375
235.39540100097656, 322381.65625, 316768.78125, 309817.8125, 306801.5, 304903.96875, 304077.3125
235.49609375, 322387.75, 316777.0, 309804.46875, 306619.875, 304469.03125, 303450.40625
235.5970916748047, 322245.6875, 316634.4375, 309715.375, 306595.75, 304625.6875, 303715.15625
235.6973876953125, 322376.25, 316751.96875, 309785.625, 306392.78125, 304397.21875, 303471.875
235.79776000976562, 322835.53125, 317222.4375, 310264.5, 307281.46875, 304743.65625, 303742.9375
235.8998565673828, 322791.3125, 317178.53125, 310238.15625, 306754.3125, 304689.09375, 303650.90625
236.00079345703125, 322474.65625, 316861.28125, 309887.5625, 306256.3125, 304788.03125, 303603.59375
236.10250854492188, 322420.8125, 316804.4375, 309872.78125, 306163.75, 304615.28125, 303453.46875
236.2026824951172, 322365.90625, 316754.875, 309829.34375, 306953.28125, 304641.625, 303454.40625
236.30360412597656, 322219.375, 316606.4375, 309661.625, 306467.21875, 304671.03125, 303520.3125
236.4054412841797, 322112.25, 316497.8125, 309519.53125, 305878.5625, 304356.1875, 303392.5625
236.50868225097656, 322200.34375, 316589.40625, 309635.5625, 306346.34375, 304341.09375, 303349.375
236.61032104492188, 322356.78125, 316743.125, 309762.875, 306759.21875, 304073.59375, 303214.84375
236.7104949951172, 322164.65625, 316551.34375, 309578.375, 306052.96875, 304483.96875, 303544.625
236.81234741210938, 321994.03125, 316382.0, 309421.96875, 305850.375, 304225.125, 303379.5
236.91241455078125, 321858.25, 316244.90625, 309275.09375, 306087.65625, 304268.59375, 303307.75
237.01382446289062, 321926.34375, 316312.84375, 309357.03125, 306209.65625, 304423.5625, 303472.125
237.11410522460938, 321887.9375, 316274.3125, 309295.3125, 306023.84375, 304262.21875, 303358.15625
